key,data
FUTU/TCHmain/172231792855,TCHmain,2024-07-30 13:38:48.FUTU,FUTU,359.24,355.4,354.4,355.07,360.91,0.01,302,107446,0,1.341,1722318255514539,0,0,0,0,0,0,0,0,0,360.91,1497,258,172231792855
FUTU/TCHmain/172239342847,TCHmain,2024-07-31 10:37:08.FUTU,FUTU,362.97,353,352.56,362,355.4,0.01,828,295953,0,2.929,1722393482129054,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239342847
FUTU/TCHmain/172239352649,TCHmain,2024-07-31 10:38:46.FUTU,FUTU,362.97,353,352.56,362.11,355.4,0.01,829,296316,0,2.929,1722393526600903,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239352649
FUTU/TCHmain/172239364674,TCHmain,2024-07-31 10:40:46.FUTU,FUTU,362.97,353,352.56,361.9,355.4,0.01,834,298125,0,2.929,1722393646774891,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239364674
FUTU/TCHmain/172239365197,TCHmain,2024-07-31 10:40:51.FUTU,FUTU,362.97,353,352.56,362.09,355.4,0.01,834,298487,0,2.929,1722393651983139,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365197
FUTU/TCHmain/172239365197,TCHmain,2024-07-31 10:40:51.FUTU,FUTU,362.97,353,352.56,362.09,355.4,0.01,835,298487,0,2.929,1722393652028809,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365197
FUTU/TCHmain/172239365371,TCHmain,2024-07-31 10:40:53.FUTU,FUTU,362.97,353,352.56,362.11,355.4,0.01,835,299211,0,2.929,1722393653711617,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365371
FUTU/TCHmain/172239365371,TCHmain,2024-07-31 10:40:53.FUTU,FUTU,362.97,353,352.56,362.11,355.4,0.01,837,299211,0,2.929,1722393653721080,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365371
FUTU/TCHmain/172239365480,TCHmain,2024-07-31 10:40:54.FUTU,FUTU,362.97,353,352.56,362.07,355.4,0.01,837,299573,0,2.929,1722393654812721,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365480
FUTU/TCHmain/172239365480,TCHmain,2024-07-31 10:40:54.FUTU,FUTU,362.97,353,352.56,362.07,355.4,0.01,838,299573,0,2.929,1722393654824254,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239365480
FUTU/TCHmain/172239366072,TCHmain,2024-07-31 10:41:00.FUTU,FUTU,362.97,353,352.56,362.5,355.4,0.01,838,301386,0,2.929,1722393660728509,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239366072
FUTU/TCHmain/172239366072,TCHmain,2024-07-31 10:41:00.FUTU,FUTU,362.97,353,352.56,362.5,355.4,0.01,843,301386,0,2.929,1722393660729035,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239366072
FUTU/TCHmain/172239368702,TCHmain,2024-07-31 10:41:27.FUTU,FUTU,362.97,353,352.56,362.5,355.4,0.01,843,301748,0,2.929,1722393687036867,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239368702
FUTU/TCHmain/172239368702,TCHmain,2024-07-31 10:41:27.FUTU,FUTU,362.97,353,352.56,362.5,355.4,0.01,844,301748,0,2.929,1722393687055512,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239368702
FUTU/TCHmain/172239368826,TCHmain,2024-07-31 10:41:28.FUTU,FUTU,362.97,353,352.56,362.6,355.4,0.01,844,302474,0,2.929,1722393688277351,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239368826
FUTU/TCHmain/172239368826,TCHmain,2024-07-31 10:41:28.FUTU,FUTU,362.97,353,352.56,362.6,355.4,0.01,846,302474,0,2.929,1722393688305412,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239368826
FUTU/TCHmain/172239369160,TCHmain,2024-07-31 10:41:31.FUTU,FUTU,362.97,353,352.56,362.57,355.4,0.01,846,302836,0,2.929,1722393691607967,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239369160
FUTU/TCHmain/172239369160,TCHmain,2024-07-31 10:41:31.FUTU,FUTU,362.97,353,352.56,362.57,355.4,0.01,847,302836,0,2.929,1722393691653984,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239369160
FUTU/TCHmain/172239369160,TCHmain,2024-07-31 10:41:31.FUTU,FUTU,362.97,353,352.56,362.57,355.4,0.01,848,303199,0,2.929,1722393755732553,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239369160
FUTU/TCHmain/172239375563,TCHmain,2024-07-31 10:42:35.FUTU,FUTU,362.97,353,352.56,362.59,355.4,0.01,847,303199,0,2.929,1722393755732984,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239375563
FUTU/TCHmain/172239392636,TCHmain,2024-07-31 10:45:26.FUTU,FUTU,362.97,353,352.56,361.93,355.4,0.01,848,303561,0,2.929,1722393926829009,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239392636
FUTU/TCHmain/172239392636,TCHmain,2024-07-31 10:45:26.FUTU,FUTU,362.97,353,352.56,361.93,355.4,0.01,849,303561,0,2.929,1722393926831614,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239392636
FUTU/TCHmain/172239399393,TCHmain,2024-07-31 10:46:33.FUTU,FUTU,362.97,353,352.56,362,355.4,0.01,849,305009,0,2.929,1722393993910195,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239399393
FUTU/TCHmain/172239399393,TCHmain,2024-07-31 10:46:33.FUTU,FUTU,362.97,353,352.56,362,355.4,0.01,853,305009,0,2.929,1722393993920067,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239399393
FUTU/TCHmain/172239403329,TCHmain,2024-07-31 10:47:13.FUTU,FUTU,362.97,353,352.56,362,355.4,0.01,853,305371,0,2.929,1722394033273480,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239403329
FUTU/TCHmain/172239403329,TCHmain,2024-07-31 10:47:13.FUTU,FUTU,362.97,353,352.56,362,355.4,0.01,854,305371,0,2.929,1722394033281414,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239403329
FUTU/TCHmain/172239404222,TCHmain,2024-07-31 10:47:22.FUTU,FUTU,362.97,353,352.56,361.93,355.4,0.01,854,305733,0,2.929,1722394042192013,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239404222
FUTU/TCHmain/172239404222,TCHmain,2024-07-31 10:47:22.FUTU,FUTU,362.97,353,352.56,361.93,355.4,0.01,855,305733,0,2.929,1722394042230720,0,0,0,0,0,0,0,0,0,355.4,1656,159,172239404222
